Moviename,Rating,Votes,Duration,Genre
The Damned,5.7,3600,89,Horror
Afraid,5.2,13000,84,Horror
Stree 2: Sarkate Ka Aatank,6.9,41000,147,Horror
Things Will Be Different,5.2,2300,102,Horror
Grafted,5.6,2000,96,Horror
The Strangers: Chapter 1,4.6,22000,91,Horror
Sumala,5.8,765,112,Horror
Never Let Go,5.4,13000,101,Horror
Bagman,4.6,4400,93,Horror
Under Paris,5.2,36000,104,Horror
Lisa Frankenstein,6.1,28000,101,Horror
Daddy's Head,5.6,4600,92,Horror
Stream,5.6,6800,123,Horror
The Platform 2,4.9,39000,99,Horror
The Mouse Trap,2.5,3100,80,Horror
Die Alone,5.7,2600,91,Horror
Little Bites,4.6,1100,105,Horror
Blackwater Lane,4.6,1700,108,Horror
The Inheritance,4.7,2800,85,Horror
Night Swim,4.7,27000,98,Horror
Bramayugam,7.8,14000,139,Horror
Humane,5.5,7000,93,Horror
The Little Mermaid,3.8,149,89,Horror
A Sacrifice,5.1,5000,94,Horror
Succubus,4.6,1200,103,Horror
Sting,5.7,16000,91,Horror
Lembayung,6.1,655,123,Horror
The Radleys,5.0,2600,115,Horror
Lumina,2.1,626,113,Horror
The Exorcism,4.2,11000,95,Horror
The Beast Within,4.2,4400,97,Horror
Swap,2.9,324,86,Horror
The Painted,4.8,257,85,Horror
The Front Room,4.6,5100,94,Horror
V/H/S/Beyond,5.9,9100,114,Horror
Outbreak,4.4,800,88,Horror
The Dead Thing,4.7,796,94,Horror
The Lost Daughter,5.8,278,99,Horror
Hold Your Breath,5.3,8300,94,Horror
Outside,5.1,4400,142,Horror
Imaginary,4.7,17000,104,Horror
I Don't Understand You,7.1,69,96,Horror
Munjya,6.3,25000,123,Horror
Lowlifes,6.2,6200,90,Horror
Handling the Undead,5.4,4200,97,Horror
Something in the Water,4.1,4500,86,Horror
The Curse of the Necklace,4.5,956,99,Horror
Bhool Bhulaiyaa 3,4.7,77000,158,Horror
The Balconettes,6.3,735,104,Horror
Spin the Bottle,3.5,875,124,Horror
The Redemption of Sin,6.1,109,116,Horror
Dark Match,5.5,826,94,Horror
The Windigo,4.8,660,85,Horror
Pedro Páramo,6.3,2800,130,Horror
River of Blood,5.4,1500,86,Horror
Year 10,5.4,1800,96,Horror
Curse of the Sin Eater,4.9,707,90,Horror
Shell,6.7,65,100,Horror
The American Backyard,6.3,134,107,Horror
Wanita Ahli Neraka,5.8,112,95,Horror
The Soul Eater,5.9,2400,108,Horror
Blood Star,6.5,2000,97,Horror
Street Trash,4.4,739,85,Horror
The Wailing,6.1,998,107,Horror
Drive Back,4.7,286,94,Horror
Replicator,4.1,107,75,Horror
Curse of the Seven Oceans,5.6,219,94,Horror
Desert Fiends,8.5,377,106,Horror
Love Me Dead,6.5,32,87,Horror
Mr. Crocket,5.4,4400,88,Horror
Shelby Oaks,6.0,236,99,Horror
House of Spoils,5.0,3700,101,Horror
Turno Nocturno,5.8,228,107,Horror
Bloody Axe Wound,4.8,467,83,Horror
1978,5.5,158,76,Horror
Ick,5.6,196,87,Horror
Unspeakable: Beyond the Wall of Sleep,5.9,37,90,Horror
The Witch: Revenge,5.3,773,100,Horror
Milk & Serial,6.6,2400,62,Horror
Mom,5.2,155,95,Horror
Operation Blood Hunt,3.4,455,93,Horror
Chime,6.4,2200,45,Horror
Angels Fallen: Warriors of Peace,4.9,5800,103,Horror
Out Come the Wolves,4.7,1400,86,Horror
Night Talkers,4.0,81,89,Horror
Black Cab,4.2,1600,88,Horror
You Can't Run Forever,4.5,4200,102,Horror
Queen of Bones,7.2,58,90,Horror
Cinderella's Curse,3.3,1300,82,Horror
Bad Fish,3.4,309,84,Horror
Shaitaan,6.5,54000,132,Horror
Cloud,6.3,891,123,Horror
Latency,4.2,1700,94,Horror
Carved,4.4,2700,95,Horror
Rippy,4.1,817,83,Horror
Succubus,3.5,829,96,Horror
Crescent City,3.9,1300,103,Horror
Death Whisperer 2,6.4,1300,110,Horror
Dan Da Dan: First Encounter,8.2,2500,83,Horror
Beezel,4.8,1200,81,Horror
DarkGame,4.6,2800,100,Horror
Witchboard,7.6,86,115,Horror
Goldilocks and the Three Bears: Death and Porridge,2.4,1400,83,Horror
Anaconda,4.9,600,84,Horror
The Ghost,7.5,74,92,Horror
Perewangan,6.1,99,109,Horror
#AMFAD: All My Friends Are Dead,4.5,1200,91,Horror
Butchers Book Two: Raghorn,4.1,537,88,Horror
True Fear,4.5,246,92,Horror
Freelance,4.8,305,110,Horror
Hell Hole,4.4,1300,92,Horror
Krazy House,4.8,1400,89,Horror
Monster on a Plane,5.5,2300,88,Horror
Seven Cemeteries,4.5,493,84,Horror
Cinderella's Revenge,3.7,1100,85,Horror
Cellphone,3.0,694,88,Horror
Here After,4.1,1300,93,Horror
Stereoscope,4.1,85,91,Horror
Are You There?,7.1,40,88,Horror
Terminator: Skynet Rising,6.8,258,88,Horror
I Heart Willie,6.1,91,88,Horror
Bloodline Killer,3.8,4400,105,Horror
Grave Torture,6.2,2700,117,Horror
Drained,4.6,285,107,Horror
X Files,1.9,59,74,Horror
Slay,6.5,1100,99,Horror
Hauntology,3.7,343,103,Horror
Butchers Book Three: Bonesaw,5.5,62,107,Horror
Dead Talents Society,7.4,795,105,Horror
The Hangman,3.3,985,92,Horror
Model House,4.0,1100,85,Horror
Believer,4.5,358,108,Horror
Spiders on a Plane,5.7,360,78,Horror
Conjuring the Cult,5.7,818,93,Horror
Test Screening,6.9,64,92,Horror
Temurun,4.6,322,85,Horror
The Ceremony Is About to Begin,4.4,371,70,Horror
Lost Angels,7.4,19,96,Horror
Sunrise,3.8,979,93,Horror
Killer Body Count,4.7,629,109,Horror
We Are Wolves,3.5,255,97,Horror
Crackcoon,3.6,398,88,Horror
Baby Invasion,5.6,60,80,Horror
Went Up the Hill,6.8,76,100,Horror
There's a Zombie Outside,7.0,34,75,Horror
Shark Girl,2.5,139,82,Horror
Peripheral,9.4,22,88,Horror
Bystanders,3.8,255,82,Horror
Witch,5.1,1400,107,Horror
Handsome Guys,6.5,747,101,Horror
Do Not Enter,5.3,528,85,Horror
The Vampire Next Door,4.6,744,110,Horror
What Lurks Beneath,4.5,771,102,Horror
Sayuri,6.4,256,108,Horror
Frankie Freako,5.6,1000,85,Horror
You Shall Not Sleep Tonight,4.1,333,77,Horror
The Corpse Washer,6.2,1100,107,Horror
Down Below,2.8,178,93,Horror
Amityville: Where the Echo Lives,1.5,263,89,Horror
The Monster Beneath Us,5.9,405,103,Horror
Séance Games: Metaxu,3.5,163,86,Horror
The Buildout,4.2,67,70,Horror
Please Don't Feed the Children,5.5,67,94,Horror
The Candy Store,4.1,73,86,Horror
Anatema,4.2,177,91,Horror
Festival of the Living Dead,4.3,621,88,Horror
Dead Mail,6.7,279,106,Horror
Devils Stay,4.8,241,95,Horror
Parvulos,6.7,284,119,Horror
Destroy All Neighbors,5.3,2000,85,Horror
Last Stop: Rocafort St.,4.1,447,89,Horror
Heresy,6.9,267,61,Horror
The Demon Disorder,4.8,1300,86,Horror
12 to Midnight,3.6,274,96,Horror
Invasive,5.7,660,97,Horror
"The Haunted, the Possessed and the Damned",2.8,50,111,Horror
Life of Belle,5.0,632,73,Horror
Dominion of Darkness,5.7,737,96,Horror
What Happened to Suzy,6.5,63,94,Horror
Consumed,3.7,577,89,Horror
Black,7.1,2700,115,Horror
Pesadilla,6.8,42,112,Horror
Salve Maria,6.5,430,111,Horror
Silent Bite,3.7,485,90,Horror
The Clock,3.5,24,80,Horror
Mononoke the Movie: The Phantom in the Rain,6.8,1100,89,Horror
Last Night at Terrace Lanes,4.3,612,75,Horror
Monster Mash,3.5,411,85,Horror
Wineville,4.3,216,100,Horror
Thaghut,5.8,274,102,Horror
Shark Exorcist 2: Unholy Waters,3.7,117,74,Horror
Fierce Killer Marsupial,2.4,28,86,Horror
Desert Road,6.7,154,90,Horror
Camp Pleasant Lake,3.3,2400,90,Horror
Devon,2.6,284,72,Horror
Murder Mubarak,5.8,51000,140,Horror
Cora,4.7,788,100,Horror
Cocaine Werewolf,2.3,295,80,Horror
Death's Sonata,7.7,252,103,Horror
Stupid Games,4.2,369,86,Horror
Unnatural,5.0,86,104,Horror
Animale,6.0,263,98,Horror
Mutants of Nature Cove,3.6,147,88,Horror
Mother Father Sister Brother Frank,6.1,152,85,Horror
Spithood,5.7,1100,58,Horror
Scared to Death,6.2,26,98,Horror
Director's Cut,7.8,73,90,Horror
#MissingCouple,5.3,458,93,Horror
Graveyard Shark,3.3,211,97,Horror
Sketch,8.3,42,92,Horror
Nokturno,3.7,204,99,Horror
Possession: Kerasukan,3.5,273,94,Horror
I'll Play Mother,5.0,75,108,Horror
Haunt Season,4.9,757,81,Horror
Mulm,6.2,51,98,Horror
Strange Frequencies: Taiwan Killer Hospital,7.9,36,91,Horror
Another Cabin in the Woods Movie,4.8,187,77,Horror
The Bunker,7.2,42,92,Horror
The Forbidden Camp: Mass Possession,6.2,249,112,Horror
From Darkness,5.0,545,95,Horror
A Mother's Embrace,5.8,548,90,Horror
Obayifo Project,4.2,225,71,Horror
Spring Garden,4.4,160,90,Horror
A Desert,6.3,151,103,Horror
Else,6.1,223,100,Horror
The Moogai,5.5,139,86,Horror
Bone Lake,6.9,41,94,Horror
The Stalking,4.8,29,72,Horror
Horror in the High Desert 3: Firewatch,5.4,694,88,Horror
The Girl Who Wore Yellow Lace,5.4,8,82,Horror
Chateau,3.9,256,83,Horror
Chainsaws Were Singing,7.2,341,117,Horror
Room Service,3.9,290,47,Horror
Fright,6.8,54,81,Horror
In Our Blood,6.8,44,89,Horror
Wake,3.4,260,85,Horror
Operation Undead,4.6,348,110,Horror
Somnium,8.6,38,92,Horror
Witch Hunter,5.1,21,80,Horror
Seeds,6.7,55,82,Horror
Bureau 749,4.1,501,123,Horror
Kalinga,7.8,7500,116,Horror
Haze,7.0,42,76,Horror
The Train of Death,4.7,661,103,Horror
Swoon,6.0,13,83,Horror
Remnant,2.6,314,112,Horror
Crust,6.2,218,102,Horror
Clickbait: Unfollowed,5.0,562,90,Horror
Cadi,6.3,4300,134,Horror
Mister Sleep,3.4,169,94,Horror
Invader,5.8,49,70,Horror
Skeletons in the Closet,3.0,561,92,Horror
The Hunted,5.1,364,94,Horror
Hunting Matthew Nichols,9.0,44,96,Horror
The Jack in the Box Rises,4.1,776,92,Horror
Buzz House: The Movie,3.2,1200,93,Horror
Mona: Jinn-2,4.2,119,124,Horror
The Legend of Lake Hollow,3.7,483,88,Horror
Whisper of the Witch,3.9,321,95,Horror
Mummy Shark,2.0,166,66,Horror
Solitude,7.7,23,97,Horror
History of Evil,3.4,816,98,Horror
Orang Ikan,6.5,31,83,Horror
Kakuda,5.3,6300,116,Horror
H. P. Lovecraft's the Old Ones,3.6,368,84,Horror
Name the Demon,3.5,159,77,Horror
The Haunted Apartment,7.4,74,103,Horror
Siccin 7,4.1,889,94,Horror
Do You See What I See,5.4,623,109,Horror
Winter Island,4.7,157,102,Horror
American Werewolf,3.1,95,67,Horror
Campton Manor,3.4,218,83,Horror
Frewaka,6.3,136,103,Horror
(Pri)sons,5.1,250,100,Horror
Amp House Massacre,3.9,167,80,Horror
Possessions,3.8,841,89,Horror
"Hemet, or the Landlady Don't Drink Tea",4.3,85,89,Horror
Nearing Death,5.7,316,96,Horror
Horny Teenagers Must Die!,3.2,229,84,Horror
Heretics,5.9,34,83,Horror
House of Ashes,6.8,27,95,Horror
The Cellar,5.8,160,85,Horror
Space Sharks,1.5,312,70,Horror
A Halloween Feast,5.5,779,103,Horror
Dancing Village: The Curse Begins,5.7,4100,122,Horror
Tenants,5.9,77,94,Horror
The Alien Report,4.6,150,81,Horror
Till Death Do Us Part,6.3,267,108,Horror
"Silent Night, Bloody Night 3: Descent",3.9,153,100,Horror
Tantra,5.5,2300,136,Horror
Scurry,7.7,21,90,Horror
Burning Butterflies,2.8,11,103,Horror
Paranoia,4.2,355,95,Horror
The Last Nightmare Part One,6.0,75,50,Horror
Dagr,4.6,2700,77,Horror
Demonte Colony 2,6.6,4400,144,Horror
Kuang Bao Ju Xi,6.2,66,75,Horror
Cursed,4.2,131,81,Horror
The Devil's Disciples,9.1,35,82,Horror
Good Neighbours,3.2,158,84,Horror
Jurnal Risa by Risa Saraswati,4.4,281,92,Horror
Invited,5.2,191,71,Horror
Suckers,3.2,116,67,Horror
The Naughty List of Mr. Scrooge,4.5,190,90,Horror
Family,7.6,30,95,Horror
Cisza nocna,5.5,225,112,Horror
"Spider Baby, or The Maddest Story Ever Told",5.2,85,72,Horror
9 Windows,3.6,302,82,Horror
A Stranger in the Woods,4.1,463,84,Horror
Killer Influence,2.8,252,84,Horror
Hellhounds,3.4,170,81,Horror
Kromoleo,4.1,211,80,Horror
Exorcism Chronicles: The Beginning,7.0,64,85,Horror
Ghost Island,7.1,43,95,Horror
The Sisters,4.7,144,122,Horror
Behave,3.0,137,88,Horror
Munkar,5.2,471,87,Horror
Bury Your Dead,5.4,75,128,Horror
Bag of Lies,3.8,566,96,Horror
Lizzie Lazarus,4.5,91,91,Horror
Followers,3.7,242,74,Horror
Huntress,2.9,80,77,Horror
Spirit Whisker: The Revenant,5.5,41,109,Horror
Curse of the Naked Ghost Hunters,5.0,11,35,Horror
Vertical,5.3,113,111,Horror
Mountain Shark,5.1,96,81,Horror
The Blackwell Ghost 8,6.2,372,69,Horror
Its Name Was Mormo,3.8,111,93,Horror
The Woods Are Real,2.4,458,80,Horror
Air Fryer Slaughter,7.0,357,90,Horror
Silence of the Prey,3.9,288,97,Horror
He Sees You When You're Sleeping,4.2,147,83,Horror
Dead Whisper,3.9,546,88,Horror
Devil,4.6,1600,118,Horror
Dinner with Leatherface,8.0,14,106,Horror
Espantaho,5.6,36,90,Horror
Delicate Arch,5.5,36,85,Horror
Anoko wa Daare?,5.4,64,125,Horror
Ronggeng Kematian,5.4,139,98,Horror
Neon Fear,6.1,387,40,Horror
Ship of the Damned,2.8,293,88,Horror
Water Horse,6.0,238,85,Horror
Dr. Sander's Sleep Cure,6.3,592,98,Horror
Massacre at Femur Creek,7.6,377,82,Horror
Slashercise,5.5,13,58,Horror
Jimmy,4.1,198,85,Horror
The Book of the Witch,5.5,101,73,Horror
Spirit Riser,6.7,33,98,Horror
Pasar Setan,6.8,53,96,Horror
Camp Blood: Clown Shark,3.3,82,70,Horror
The Family Business,8.2,24,89,Horror
The Vord,3.4,63,101,Horror
THEDÆMON,6.9,37,87,Horror
The Boys,4.7,136,131,Horror
Z-Mom,4.7,42,90,Horror
Staycation,7.1,101,94,Horror
Members Club,4.7,151,90,Horror
Cara,7.1,41,96,Horror
Ghost Killer,7.2,58,105,Horror
Re:Human,5.8,40,108,Horror
Run!,3.5,100,86,Horror
Ripper Revealed,4.4,149,70,Horror
They Call Her Death,6.2,22,92,Horror
Easter Bloody Easter,3.2,276,103,Horror
Nyctophobia,7.6,1800,90,Horror
Guys at Parties Like It,3.9,164,79,Horror
Kang Mak,6.4,756,122,Horror
Pusaka,6.4,31,90,Horror
Amityville Bigfoot,3.0,138,88,Horror
Las Tias,4.8,243,87,Horror
Passages of Nexus,6.3,183,108,Horror
Cholo Zombies,4.7,101,96,Horror
Darling,5.3,742,159,Horror
Black Spines,6.9,21,100,Horror
Killington,2.8,164,87,Horror
Scared Shitless,6.1,204,76,Horror
Carnage for Christmas,4.5,335,69,Horror
Ghost Game,3.4,273,86,Horror
Séance,8.0,6,85,Horror
Grayson's Encounter,7.3,22,70,Horror
Elf in the Hood,4.7,17,76,Horror
Sattam En Kaiyil,8.0,2200,124,Horror
Vina: Before 7 Days,5.4,570,100,Horror
Bigfoot Exorcist,2.7,217,70,Horror
Broken Bird,5.8,117,99,Horror
Deadly Culture: Final Mutation,2.8,50,69,Horror
Camp Terror,4.7,36,110,Horror
In the Name of God,5.2,154,89,Horror
Zim Zim Ala Kazim,3.5,106,100,Horror
Kryptic,6.4,92,96,Horror
Saint Catherine,5.8,47,86,Horror
Sorop,6.9,56,103,Horror
Jurassic Triangle,2.5,277,84,Horror
200KG Vampire,5.2,29,93,Horror
Petak Umpet,6.1,25,84,Horror
The House on Laura Anne Dr.,4.5,646,75,Horror
Deadbolt,4.6,320,83,Horror
In the Belly of a Tiger,7.4,101,91,Horror
Ga la,3.9,19,97,Horror
Listen Carefully,3.4,136,81,Horror
Aranmanai 4,5.0,2300,148,Horror
Mystic Singer,4.8,235,96,Horror
La Hacienda - El Regreso de los Malditos,8.2,13,70,Horror
Agapouse ta louloudia perissotero,5.3,177,86,Horror
Z Zone,5.1,14,83,Horror
Bangsal Isolasi,4.7,147,76,Horror
Alien Country,4.4,349,96,Horror
Bloody Bridget,7.1,53,81,Horror
Purgatory Station,3.2,57,109,Horror
Oculus,6.0,15,113,Horror
Portraits,4.9,44,82,Horror
Jhamkudi,6.6,977,151,Horror
404 Run Run,5.9,123,104,Horror
The Tormented,5.0,16,85,Horror
This Never Happened,4.8,372,90,Horror
Thine Ears Shall Bleed,6.0,820,102,Horror
Alyad Palyad,6.9,1200,129,Horror
Strange Harvest: Occult Murder in the Inland Empire,6.6,63,94,Horror
O Clube das Mulheres de Negócios,4.9,91,95,Horror
Hunters on a White Field,4.9,443,100,Horror
Salem Witch Doll,2.9,120,76,Horror
Feet of Death,3.9,224,106,Horror
Tsunami Sharks,3.4,47,70,Horror
Retreat,8.6,15,93,Horror
Gone with the Dead,5.1,39,96,Horror
Gacy: Serial Killer Next Door,3.3,474,97,Horror
Catch a Killer,6.9,9,82,Horror
Bhairadevi,8.8,43,134,Horror
Mandira,6.0,992,121,Horror
Terrornet,3.8,81,88,Horror
Valari,8.0,2600,135,Horror
Clown II,7.5,12,141,Horror
Coven of the Black Cube,8.3,18,97,Horror
Advent,4.8,22,77,Horror
Riders,6.4,444,105,Horror
Kuyang,5.2,453,97,Horror
Rita,5.8,264,107,Horror
Jason in Indianapolis: A Friday the 13th Tribute,7.6,19,120,Horror
Tide,4.0,116,82,Horror
The Shadow,6.5,237,90,Horror
Crispy,3.3,79,76,Horror
The Girl Who Cried Her Eyes Out,3.9,686,94,Horror
Poison Sangga: The Homewrecker's Curse,7.4,110,118,Horror
Creep Encounters,6.2,61,90,Horror
Ma Da: The Drowning Spirit,4.5,190,90,Horror
The Summer We Died,5.2,403,73,Horror
Book of the Dead,5.7,68,90,Horror
The Evil Three,7.2,853,30,Horror
For Sale,4.8,661,115,Horror
The Last Chainsaw Massacre,4.0,38,75,Horror
The Night Curse of Reatrei,4.5,111,95,Horror
The E-Ghost,7.6,11,110,Horror
Manipula,8.0,21,94,Horror
Don't Make a Sound,4.6,27,80,Horror
In Tenebras: Into the Darkness,3.2,171,90,Horror
"Nanay, tatay",7.5,42,120,Horror
The A-Frame,7.2,36,82,Horror
Tragic Waste,7.9,80,77,Horror
A Savior Red,6.5,196,87,Horror
The Despaired,6.9,31,130,Horror
Byte,3.4,116,97,Horror
Sengkolo: Malam satu suro,6.1,43,100,Horror
You Shouldn't Have Let Me In,4.1,175,84,Horror
Slice,4.9,12,75,Horror
People in the Walls,3.3,31,93,Horror
Final Girl: Halloween,4.6,106,85,Horror
Hide N Seek,8.9,2200,134,Horror
Videotheque,6.1,98,112,Horror
Project Dorothy,4.0,3200,80,Horror
Salsa,5.7,256,100,Horror
Death Streamer,3.0,225,72,Horror
Ladybug,5.2,29,107,Horror
Hunter of the Night,5.7,51,90,Horror
They Turned Us Into Killers,2.8,248,86,Horror
Inherit the Witch,3.2,49,85,Horror
Migraine,8.5,23,65,Horror
The Girl in the Trunk,3.3,338,90,Horror
Art of a Hit,4.2,212,93,Horror
Ice Nine Kills Presents: Welcome to Horrorwood,8.4,28,76,Horror
My Boo,6.1,652,125,Horror
The Camp Host,4.3,288,95,Horror
Do Not Open,2.6,257,91,Horror
A Wedding Story,5.1,2200,110,Horror
The Haunted Studio,3.9,169,90,Horror
Don Dukun,7.0,48,98,Horror
The Cursed Land,5.6,282,128,Horror
Don't Sleep,1.5,9,99,Horror
Traumatika,5.7,58,87,Horror
Apex Predators 2: The Spawning,3.6,19,70,Horror
A Herança,6.4,56,80,Horror
Nowhere Land,3.8,11,84,Horror
Guna guna istri muda,3.0,59,98,Horror
Big Cats,3.7,108,93,Horror
All Hallows' Eve: Inferno,4.2,123,74,Horror
Flesh of the Unforgiven,9.1,39,88,Horror
Lord of Wolves,2.8,137,87,Horror
Pee Nak 4,4.8,397,115,Horror
Territory,4.8,30,93,Horror
No Voltees,5.5,206,94,Horror
The Prodigy,5.0,25,83,Horror
Vampire Zombies... From Space!,7.6,59,98,Horror
Alpacalypse,5.6,26,77,Horror
Undying,6.7,13,26,Horror
Amityville Turkey Day,2.7,302,94,Horror
Jugaremos en el bosque,4.8,92,90,Horror
Quadrant,4.3,137,73,Horror
The Backrooms,6.2,7,63,Horror
OMG: O Manchi Ghost,5.2,585,125,Horror
Blood Mountain Massacre,5.5,34,89,Horror
Love Me If You Dare,4.3,470,128,Horror
Trinil,4.5,350,105,Horror
Paku Tanah Jawa,4.0,107,100,Horror
The Epidemic,5.8,69,95,Horror
Tenement,5.0,99,88,Horror
Janji Darah,4.4,144,104,Horror
Morena,7.8,59,106,Horror
This Man,4.6,21,89,Horror
The Seductress from Hell,7.0,16,102,Horror
Visher,4.2,364,65,Horror
Isleen Pines,5.2,539,84,Horror
Daemon Mind,4.8,30,101,Horror
Screamwalkers,4.4,31,62,Horror
Shark Island,4.0,114,81,Horror
Dosen Ghaib: It's Nighttime or You Already Know,4.2,252,94,Horror
Jeonde Raho Bhoot Ji,5.3,137,112,Horror
Jinn Chapter 1,7.8,65,46,Horror
The Box,3.7,69,79,Horror
Virgo,7.0,46,87,Horror
Noise,6.8,7,95,Horror
The Omicron Killer,2.9,594,98,Horror
Huggin Molly,5.9,73,54,Horror
Cursed in Baja,8.2,19,80,Horror
Sinakagon,6.8,31,115,Horror
The Apocalypse Box,3.3,237,86,Horror
Death Bitch,7.5,19,88,Horror
The Whisper in the Woods,5.7,21,71,Horror
Murderfest,3.2,219,82,Horror
The Sin,5.3,330,103,Horror
Continente,5.4,72,115,Horror
The Cursed,5.0,111,97,Horror
Cold Blows the Wind,5.1,353,85,Horror
Tahoe Joe 2: The Sierra Nevada Bigfoot Conspiracy,4.3,223,74,Horror
Head Like a Hole,8.5,6,93,Horror
Mananambal,7.8,10,100,Horror
The North Witch,5.5,12,80,Horror
Night Shoot,5.8,79,98,Horror
Pacific Fear,3.4,169,85,Horror
Shadows Side,4.1,121,91,Horror
Touched by Eternity,6.0,50,95,Horror
Un cuento de pescadores,7.2,36,103,Horror
Porcelain,3.8,106,88,Horror
Arctic Hollow,2.3,179,70,Horror
The Captives,3.5,65,73,Horror
Five Friends,6.7,846,112,Horror
Una ballena,6.0,47,108,Horror
The Damnation,6.9,15,82,Horror
Killer Campout Part II,5.4,25,93,Horror
Pagpag 24/7,4.4,51,130,Horror
Aiden,2.6,116,74,Horror
Chithini,6.0,551,151,Horror
Trolled,4.8,17,80,Horror
Don't Open the Door,6.6,8400,87,Horror
Lampir,5.9,183,97,Horror
Inverted,4.4,45,88,Horror
My Zombabe,5.1,78,105,Horror
Wild Animal,8.2,12,19,Horror
The Bad Nun 3,3.0,269,72,Horror
I Saw Black Clouds,3.9,25,79,Horror
Deadly Culture: Species X,2.9,54,71,Horror
Choke,7.9,19,98,Horror
Effigy,2.8,261,78,Horror
Bogieville,5.7,323,108,Horror
Sakaratul Maut,5.5,147,107,Horror
Sharkers,4.1,158,88,Horror
Slaughterhouse on the Hill,2.5,128,72,Horror
Nyctophobia,2.6,155,77,Horror
La damnée,6.1,101,80,Horror
Possession Street,6.6,29,96,Horror
The Vampire and the Vigilante,3.8,47,75,Horror
4:44 : Time of Fear,5.2,9,44,Horror
Old Wounds,8.6,10,109,Horror
The Town Without Halloween,5.5,86,88,Horror
Snakeeater,5.7,160,80,Horror
Island of the Dolls 2,3.0,153,83,Horror
Protein,6.6,59,100,Horror
Anak Perjanjian Syaitan 2,6.6,32,89,Horror
Sun,8.2,24,75,Horror
Marni: The Story of Wewe Gombel,5.9,199,119,Horror
Rerouting,4.3,158,86,Horror
Trizombie,7.5,56,82,Horror
Xoftex,6.3,38,99,Horror
Holnap meghalok,5.3,64,85,Horror
Bloody Trip: The Equinox Killer,5.0,78,80,Horror
The Hunter's Anthology: The Demon Hunter,4.9,94,126,Horror
The Killers,6.1,72,119,Horror
The Night of the Harvest,4.6,492,126,Horror
Hu Die Da Shia,4.9,19,102,Horror
Happy Halloween,6.2,19,96,Horror
Echoes of Crystal Lake: A Friday the 13th Story,8.4,16,3,Horror
C202,7.8,2200,135,Horror
Don't Look Back... I Know Your Origins,4.6,74,104,Horror
Guardian,4.1,663,120,Horror
Himalaya,3.2,394,85,Horror
Hutang Nyawa,6.7,63,100,Horror
Blood and Breakfast,6.4,24,84,Horror
Para Betina Pengikut Iblis: Part 2,4.0,116,90,Horror
Scopophobia,6.0,42,100,Horror
Üç Harfliler: Nazar,5.8,69,94,Horror
Idiot Girls and School Ghost: School Anniversary,7.3,43,90,Horror
Campfire Dead by Dawn,3.0,59,87,Horror
Betting with Ghost,6.7,46,112,Horror
Insane Like Me?,4.5,52,86,Horror
Dr. Jason II - Lights & Shadows,5.3,284,62,Horror
Secret Shadow,7.4,16,82,Horror
Uninvited,6.7,70,93,Horror
Welcome Week: A College Horror Anthology,4.1,114,98,Horror
In the Room Where He Waits,5.3,69,83,Horror
Mystery Writers,5.1,70,90,Horror
A Haunting in Council House,5.0,55,94,Horror
Sea of Madness,7.8,21,93,Horror
The Gatekeeper,5.3,18,97,Horror
The House on Mansfield Street II: Evil Next Door,5.1,83,80,Horror
Night Games,5.9,289,99,Horror
Wonderland,6.8,12,120,Horror
Mr. Sandman,6.5,21,47,Horror
Custom,6.7,43,76,Horror
Unknown Caller,5.7,18,63,Horror
The McKinney Family Home Videos,5.6,22,68,Horror
Death Ph.D,2.2,123,107,Horror
Etheria Film Night 2024,7.6,11,112,Horror
Bloody Ishq,2.9,2200,138,Horror
"Rapunzel, El Perro y El Brujo",7.8,21,109,Horror
Talahib,5.6,17,83,Horror
Mosaic,5.3,18,120,Horror
Thookudurai,4.3,2300,125,Horror
Dead Body,3.9,32,135,Horror
The Lonely Man with the Ghost Machine,3.0,154,90,Horror
Curtains for Christmas,5.4,66,70,Horror
Tu Sangre,4.6,60,81,Horror
Operation Laila,5.5,55,123,Horror
Ame no naka no yokujô,6.0,66,132,Horror
A Game in the Woods,7.4,21,80,Horror
Rambut Kafan,4.7,81,98,Horror
The Gesuidouz,6.9,52,93,Horror
Jeffrey's Hell,4.8,84,80,Horror
Witches' Well,2.6,71,60,Horror
Noclip,4.6,23,61,Horror
Deviant,5.2,39,80,Horror
Mother Maker Lover Taker,6.1,32,99,Horror
Malam Keramat,6.2,27,90,Horror
Respati,5.8,277,112,Horror
Cruel Summer III: Pray for Fall,5.2,13,109,Horror
Horror-Scopes: Volume Two,8.5,18,88,Horror
Danyang Mahar Tukar Nyawa,6.5,7,110,Horror
Baal,5.4,15,97,Horror
Bhavanam: The Haunted House,7.6,14,139,Horror
Blood Magick,9.3,10,99,Horror
The Deadly Swarm,2.4,184,81,Horror
A Most Atrocious Thing,3.8,250,75,Horror
Waruga: Kutukan Ilmu Hitam,6.8,28,85,Horror
Agrinai,7.9,66,93,Horror
Halloween: The Hunt of Michael Myers,8.5,14,81,Horror
Severance Mountain,4.9,16,74,Horror
Day of the Clones,4.0,59,98,Horror
The Exorcism of Saint Patrick,3.6,151,90,Horror
Kadet,7.3,37,126,Horror
Earworm,2.3,211,101,Horror
Bed of Nails,5.2,26,104,Horror
Lipstick on the Glass,4.6,12,116,Horror
Kifn,7.3,673,100,Horror
Akkada Varu Ikkada Unnaru,9.1,1000,103,Horror
